report_month,payer,specialty,state,total_claims,approved_claims,denied_claims,billed_amount,allowed_amount,paid_amount,approval_rate,denial_rate,paid_to_allowed_ratio
2024-03-01,Medicare Advantage,Radiology,FL,3,2,1,4294.83,1027.98,756.1800000000001,0.6666666666666666,0.3333333333333333,0.7355979688320785
2024-03-01,Medicare Advantage,Radiology,GA,9,8,0,9694.67,5753.1,4825.9,0.8888888888888888,0.0,0.8388347151970241
2024-03-01,Medicare Advantage,Radiology,NC,4,2,1,5074.88,2090.3199999999997,1631.76,0.5,0.25,0.7806268896628269
2024-03-01,Medicare Advantage,Radiology,TX,5,3,1,5941.54,3859.62,2795.16,0.6,0.2,0.7242060099180748
2024-04-01,Commercial,Cardiology,AZ,3,3,0,2672.91,2385.34,1896.89,1.0,0.0,0.7952283531907401
2024-04-01,Commercial,Cardiology,FL,3,3,0,4565.41,1509.37,1212.37,1.0,0.0,0.8032291618357328
2024-04-01,Commercial,Cardiology,GA,2,1,1,2535.45,1456.13,497.41,0.5,0.5,0.3415972474985063
2024-04-01,Commercial,Cardiology,NC,5,2,2,6822.4400000000005,2781.63,1180.6499999999999,0.4,0.4,0.4244453791481972
2024-04-01,Commercial,Cardiology,TX,3,3,0,3952.46,1823.6599999999999,1706.4099999999999,1.0,0.0,0.9357062171676738
2024-04-01,Commercial,Orthopedics,AZ,5,4,1,4840.85,2939.4700000000003,2190.96,0.8,0.2,0.7453588572089526
2024-04-01,Commercial,Orthopedics,FL,1,1,0,409.26,951.15,712.11,1.0,0.0,0.748683173001104
2024-04-01,Commercial,Orthopedics,NC,3,3,0,3859.3599999999997,1764.1399999999999,1592.62,1.0,0.0,0.9027741562461029
2024-04-01,Commercial,Orthopedics,TX,9,6,2,10814.94,4711.98,3458.19,0.6666666666666666,0.2222222222222222,0.7339144054091912
2024-04-01,Commercial,Primary Care,AZ,6,5,1,10743.59,4093.23,3084.19,0.8333333333333334,0.16666666666666666,0.7534856335949849
2024-04-01,Commercial,Primary Care,FL,1,1,0,1346.53,886.3,806.98,1.0,0.0,0.9105043439016135
2024-04-01,Commercial,Primary Care,GA,4,3,1,7087.93,2620.38,1951.82,0.75,0.25,0.744861432311344
2024-04-01,Commercial,Primary Care,NC,2,1,0,2279.36,1182.8200000000002,1043.97,0.5,0.0,0.8826110481730102
2024-04-01,Commercial,Primary Care,TX,5,4,1,6020.43,3479.1,2574.26,0.8,0.2,0.7399212439998851
2024-04-01,Commercial,Radiology,AZ,3,1,1,2601.0299999999997,1808.5,1220.67,0.3333333333333333,0.3333333333333333,0.6749626762510368
2024-04-01,Commercial,Radiology,FL,3,2,1,3393.26,1368.48,846.21,0.6666666666666666,0.3333333333333333,0.6183575938267275
2024-04-01,Commercial,Radiology,GA,6,6,0,7003.57,3497.75,2862.2,1.0,0.0,0.8182974769494674
2024-04-01,Commercial,Radiology,NC,3,2,0,3526.87,1477.6999999999998,1199.96,0.6666666666666666,0.0,0.8120457467686271
2024-04-01,Commercial,Radiology,TX,6,6,0,6033.110000000001,3128.74,2763.16,1.0,0.0,0.883154241004366
2024-04-01,Medicaid,Cardiology,AZ,3,3,0,4119.719999999999,1218.32,1005.02,1.0,0.0,0.8249228445728545
2024-04-01,Medicaid,Cardiology,FL,2,1,1,4263.54,1240.41,543.44,0.5,0.5,0.4381132045049621
2024-04-01,Medicaid,Cardiology,GA,2,1,1,999.3199999999999,1175.08,486.62,0.5,0.5,0.414116485686081
2024-04-01,Medicaid,Cardiology,NC,8,7,0,9274.34,5348.2,4549.65,0.875,0.0,0.8506880819715044
2024-04-01,Medicaid,Cardiology,TX,4,3,0,3608.5200000000004,3984.07,3363.15,0.75,0.0,0.8441493246855603
2024-04-01,Medicaid,Orthopedics,AZ,3,2,0,3952.0000000000005,1394.75,1172.67,0.6666666666666666,0.0,0.8407743323176197
2024-04-01,Medicaid,Orthopedics,FL,2,2,0,1601.02,2969.0600000000004,2659.07,1.0,0.0,0.8955932180555461
2024-04-01,Medicaid,Orthopedics,GA,3,2,1,3423.57,1598.27,968.34,0.6666666666666666,0.3333333333333333,0.6058675943363763
2024-04-01,Medicaid,Orthopedics,NC,4,2,1,4277.969999999999,2303.94,1379.97,0.5,0.25,0.598960910440376
2024-04-01,Medicaid,Orthopedics,TX,5,5,0,4942.67,2433.88,2156.06,1.0,0.0,0.8858530412345719
2024-04-01,Medicaid,Primary Care,AZ,8,7,0,10791.4,6971.85,6100.29,0.875,0.0,0.8749887045762602
2024-04-01,Medicaid,Primary Care,GA,3,2,0,2968.66,1407.69,1181.65,0.6666666666666666,0.0,0.8394248733741094
2024-04-01,Medicaid,Primary Care,TX,6,6,0,9739.06,4772.71,4175.61,1.0,0.0,0.8748928805647105
2024-04-01,Medicaid,Radiology,AZ,1,1,0,972.31,651.85,615.57,1.0,0.0,0.9443430237017719
2024-04-01,Medicaid,Radiology,FL,4,2,1,5153.9,2827.77,1599.9,0.5,0.25,0.5657815168843294
2024-04-01,Medicaid,Radiology,GA,8,5,2,12279.52,5097.94,3056.35,0.625,0.25,0.5995264753998675
2024-04-01,Medicaid,Radiology,NC,2,1,0,3372.48,858.6600000000001,785.82,0.5,0.0,0.9151701488365592
2024-04-01,Medicaid,Radiology,TX,5,4,1,6361.18,4930.42,3502.75,0.8,0.2,0.7104364334072959
2024-04-01,Medicare,Cardiology,AZ,1,1,0,752.92,464.63,410.73,1.0,0.0,0.8839937154294816
2024-04-01,Medicare,Cardiology,FL,3,1,2,6029.55,1506.8700000000001,490.23,0.3333333333333333,0.6666666666666666,0.32532998865197393
2024-04-01,Medicare,Cardiology,GA,3,2,1,3378.74,2537.0,1562.55,0.6666666666666666,0.3333333333333333,0.6159046117461568
2024-04-01,Medicare,Cardiology,NC,8,7,1,10630.01,6216.55,4493.4800000000005,0.875,0.125,0.7228253613338589
2024-04-01,Medicare,Cardiology,TX,8,6,1,16433.89,4608.31,3751.03,0.75,0.125,0.813970848315326
2024-04-01,Medicare,Orthopedics,AZ,7,6,1,7961.889999999999,3648.62,2817.6,0.8571428571428571,0.14285714285714285,0.7722371746030006
2024-04-01,Medicare,Orthopedics,FL,3,2,0,2391.75,2000.1799999999998,1798.0299999999997,0.6666666666666666,0.0,0.8989340959313661
2024-04-01,Medicare,Orthopedics,GA,2,2,0,2491.8,1219.15,1060.99,1.0,0.0,0.8702702702702703
2024-04-01,Medicare,Orthopedics,NC,4,4,0,3226.34,3540.82,3092.2,1.0,0.0,0.8733005349043441
2024-04-01,Medicare,Orthopedics,TX,2,2,0,2236.24,1324.66,1049.19,1.0,0.0,0.7920447511059442
2024-04-01,Medicare,Primary Care,AZ,10,9,1,10890.05,5352.0599999999995,4004.68,0.9,0.1,0.7482502064625584
2024-04-01,Medicare,Primary Care,FL,1,1,0,971.32,715.15,578.0,1.0,0.0,0.8082220513179054
2024-04-01,Medicare,Primary Care,GA,1,1,0,633.18,786.09,623.86,1.0,0.0,0.7936241397295475
2024-04-01,Medicare,Primary Care,NC,3,2,1,3108.41,1325.33,816.3199999999999,0.6666666666666666,0.3333333333333333,0.615937162819826
2024-04-01,Medicare,Primary Care,TX,3,3,0,2836.81,1383.04,1078.0900000000001,1.0,0.0,0.7795074618232302
2024-04-01,Medicare,Radiology,AZ,5,4,1,3902.61,3398.98,2136.87,0.8,0.2,0.6286797804047096
2024-04-01,Medicare,Radiology,FL,4,3,1,4514.610000000001,1391.18,729.48,0.75,0.25,0.5243606147299414
2024-04-01,Medicare,Radiology,GA,10,5,3,18344.18,7823.08,4430.4,0.5,0.3,0.566324261032739
2024-04-01,Medicare,Radiology,NC,3,3,0,2302.37,1681.69,1338.27,1.0,0.0,0.7957887601163115
2024-04-01,Medicare,Radiology,TX,6,6,0,7105.6,3425.13,3138.23,1.0,0.0,0.9162367559771454
2024-04-01,Medicare Advantage,Cardiology,AZ,1,1,0,728.36,393.39,375.72,1.0,0.0,0.955082742316785
2024-04-01,Medicare Advantage,Cardiology,FL,8,8,0,11598.86,6690.33,5215.69,1.0,0.0,0.7795863582214928
2024-04-01,Medicare Advantage,Cardiology,GA,4,4,0,5379.639999999999,2961.49,2559.71,1.0,0.0,0.8643318059490325
2024-04-01,Medicare Advantage,Cardiology,NC,9,7,2,10684.88,5168.07,3681.48,0.7777777777777778,0.2222222222222222,0.712351032397007
2024-04-01,Medicare Advantage,Cardiology,TX,1,0,1,3993.92,723.94,0.0,0.0,1.0,0.0
2024-04-01,Medicare Advantage,Orthopedics,AZ,5,5,0,6907.08,3665.61,3027.4700000000003,1.0,0.0,0.825911649084327
2024-04-01,Medicare Advantage,Orthopedics,FL,2,2,0,2276.0,770.14,669.33,1.0,0.0,0.869101721764874
2024-04-01,Medicare Advantage,Orthopedics,GA,2,1,1,4001.0299999999997,770.38,321.16,0.5,0.5,0.41688517355071525
2024-04-01,Medicare Advantage,Orthopedics,NC,5,4,0,4460.35,3158.01,2737.1,0.8,0.0,0.8667166981738499
2024-04-01,Medicare Advantage,Orthopedics,TX,7,3,1,5467.0,4426.36,3651.63,0.42857142857142855,0.14285714285714285,0.8249735674459376
2024-04-01,Medicare Advantage,Primary Care,AZ,8,5,2,9540.07,4469.07,2964.0099999999998,0.625,0.25,0.6632274723823972
2024-04-01,Medicare Advantage,Primary Care,FL,4,2,1,2860.35,3150.6499999999996,2236.9700000000003,0.5,0.25,0.7100026978559981
2024-04-01,Medicare Advantage,Primary Care,GA,1,1,0,814.89,840.13,698.59,1.0,0.0,0.8315260733457918
2024-04-01,Medicare Advantage,Primary Care,NC,2,2,0,3423.71,1074.6399999999999,990.02,1.0,0.0,0.9212573512990397
2024-04-01,Medicare Advantage,Primary Care,TX,6,5,0,6492.59,3484.81,3101.1800000000003,0.8333333333333334,0.0,0.8899136538290467
2024-04-01,Medicare Advantage,Radiology,AZ,3,3,0,3980.19,2400.29,2121.19,1.0,0.0,0.8837223835453216
2024-04-01,Medicare Advantage,Radiology,FL,5,4,1,4167.35,2683.79,1898.57,0.8,0.2,0.7074212214815615
2024-04-01,Medicare Advantage,Radiology,GA,9,5,4,11998.65,5292.24,2523.8199999999997,0.5555555555555556,0.4444444444444444,0.47689069278793095
2024-04-01,Medicare Advantage,Radiology,NC,4,4,0,8004.91,2781.45,2360.12,1.0,0.0,0.8485214546369699
2024-04-01,Medicare Advantage,Radiology,TX,3,2,0,4655.5,2544.97,2081.26,0.6666666666666666,0.0,0.8177935299826719
2024-05-01,Commercial,Cardiology,AZ,1,0,1,1201.84,1410.46,0.0,0.0,1.0,0.0
2024-05-01,Commercial,Cardiology,FL,5,3,1,6853.34,3059.36,1752.3,0.6,0.2,0.5727668531980544
2024-05-01,Commercial,Cardiology,GA,2,2,0,1752.43,851.9100000000001,716.0,1.0,0.0,0.8404643683018158
2024-05-01,Commercial,Cardiology,NC,10,8,2,8314.43,7719.13,5420.139999999999,0.8,0.2,0.7021698041100486
2024-05-01,Commercial,Cardiology,TX,5,4,0,6367.58,2224.29,1886.54,0.8,0.0,0.8481537928957106
2024-05-01,Commercial,Orthopedics,AZ,5,3,1,5448.42,3498.21,2515.59,0.6,0.2,0.7191077722606705
2024-05-01,Commercial,Orthopedics,FL,2,2,0,1490.19,1601.21,1435.94,1.0,0.0,0.8967843068679311
2024-05-01,Commercial,Orthopedics,GA,2,2,0,2281.02,1725.8,1479.24,1.0,0.0,0.8571329238613976
2024-05-01,Commercial,Orthopedics,TX,5,3,0,3241.38,3129.62,2688.29,0.6,0.0,0.8589828797106358
2024-05-01,Commercial,Primary Care,AZ,12,10,1,14404.03,7549.81,5366.21,0.8333333333333334,0.08333333333333333,0.7107741784230331
2024-05-01,Commercial,Primary Care,FL,2,1,0,1679.76,1429.88,1133.48,0.5,0.0,0.7927098777519791
2024-05-01,Commercial,Primary Care,GA,2,2,0,1975.81,1021.73,972.18,1.0,0.0,0.9515038219490471
2024-05-01,Commercial,Primary Care,NC,3,2,0,5102.75,1091.95,904.8900000000001,0.6666666666666666,0.0,0.8286917899171208
2024-05-01,Commercial,Primary Care,TX,4,3,0,3667.8,1919.71,1508.04,0.75,0.0,0.7855561517104146
2024-05-01,Commercial,Radiology,AZ,3,2,0,2419.56,1067.28,998.47,0.6666666666666666,0.0,0.9355276965744698
2024-05-01,Commercial,Radiology,FL,4,2,2,4388.6900000000005,3745.8,1312.19,0.5,0.5,0.3503096801751295
2024-05-01,Commercial,Radiology,GA,8,5,2,9686.94,5504.49,3572.0099999999998,0.625,0.25,0.6489266035545527
2024-05-01,Commercial,Radiology,NC,2,1,0,1202.12,703.87,588.09,0.5,0.0,0.8355093980422521
2024-05-01,Commercial,Radiology,TX,9,7,2,15630.71,6685.54,4347.4,0.7777777777777778,0.2222222222222222,0.6502690882112738
2024-05-01,Medicaid,Cardiology,AZ,1,1,0,1733.94,433.69,348.48,1.0,0.0,0.8035232539371441
2024-05-01,Medicaid,Cardiology,FL,11,9,1,11559.35,9210.42,6436.48,0.8181818181818182,0.09090909090909091,0.6988258950189025
2024-05-01,Medicaid,Cardiology,GA,2,2,0,2233.11,891.45,740.72,1.0,0.0,0.8309159234954288
2024-05-01,Medicaid,Cardiology,NC,5,4,1,4716.51,2619.22,1976.8000000000002,0.8,0.2,0.7547285069600875
2024-05-01,Medicaid,Cardiology,TX,3,2,1,4107.43,2078.67,1261.97,0.6666666666666666,0.3333333333333333,0.6071045428086228
2024-05-01,Medicaid,Orthopedics,AZ,5,3,1,4281.31,4212.75,3068.18,0.6,0.2,0.728308112278203
2024-05-01,Medicaid,Orthopedics,FL,1,0,0,638.52,763.74,634.29,0.0,0.0,0.8305051457302223
2024-05-01,Medicaid,Orthopedics,GA,5,4,0,4494.63,2886.86,2387.64,0.8,0.0,0.827071627997201
2024-05-01,Medicaid,Orthopedics,NC,3,2,1,2841.85,2520.02,1263.8899999999999,0.6666666666666666,0.3333333333333333,0.5015396703200767
2024-05-01,Medicaid,Orthopedics,TX,7,6,0,7502.11,6709.11,5724.61,0.8571428571428571,0.0,0.8532592251431262
2024-05-01,Medicaid,Primary Care,AZ,9,6,2,9417.81,5172.49,3330.5099999999998,0.6666666666666666,0.2222222222222222,0.643889113367063
2024-05-01,Medicaid,Primary Care,NC,3,2,0,3182.76,2361.16,1942.51,0.6666666666666666,0.0,0.8226930830608684
2024-05-01,Medicaid,Primary Care,TX,3,3,0,6538.33,1322.8899999999999,1037.0,1.0,0.0,0.7838898169915867
2024-05-01,Medicaid,Radiology,AZ,1,1,0,1211.88,819.71,794.15,1.0,0.0,0.9688182405972844
2024-05-01,Medicaid,Radiology,FL,5,3,0,6437.93,3747.56,3215.5299999999997,0.6,0.0,0.8580329601127132
2024-05-01,Medicaid,Radiology,GA,7,4,3,11325.41,3746.99,1501.85,0.5714285714285714,0.42857142857142855,0.4008150542168514
2024-05-01,Medicaid,Radiology,NC,2,2,0,4234.96,1579.4099999999999,1379.8600000000001,1.0,0.0,0.8736553523151052
2024-05-01,Medicaid,Radiology,TX,14,8,4,19942.39,9542.630000000001,5717.92,0.5714285714285714,0.2857142857142857,0.5991974958685393
2024-05-01,Medicare,Cardiology,FL,4,2,1,7640.85,2331.02,1543.5,0.5,0.25,0.6621564808538751
2024-05-01,Medicare,Cardiology,GA,3,2,0,2366.64,2483.34,1936.97,0.6666666666666666,0.0,0.7799858255414079
2024-05-01,Medicare,Cardiology,NC,6,5,0,7509.09,3005.48,2622.65,0.8333333333333334,0.0,0.8726226759120008
2024-05-01,Medicare,Cardiology,TX,5,4,1,5735.56,3352.61,2416.06,0.8,0.2,0.7206504782840831
2024-05-01,Medicare,Orthopedics,AZ,3,0,1,4274.83,2984.1400000000003,1521.6,0.0,0.3333333333333333,0.5098956483274912
2024-05-01,Medicare,Orthopedics,FL,3,3,0,3639.5099999999998,2101.85,1832.79,1.0,0.0,0.8719889621048125
2024-05-01,Medicare,Orthopedics,GA,3,3,0,3393.95,3866.6,2902.86,1.0,0.0,0.7507525991827446
2024-05-01,Medicare,Orthopedics,NC,4,4,0,6623.66,3478.88,2879.65,1.0,0.0,0.8277520351377455
2024-05-01,Medicare,Orthopedics,TX,7,6,1,8551.23,4884.41,3089.26,0.8571428571428571,0.14285714285714285,0.6324735229024591
2024-05-01,Medicare,Primary Care,AZ,8,6,2,8182.73,5032.9400000000005,3403.3900000000003,0.75,0.25,0.6762230425953816
2024-05-01,Medicare,Primary Care,GA,1,1,0,639.28,764.44,575.12,1.0,0.0,0.7523415833812986
2024-05-01,Medicare,Primary Care,NC,3,3,0,2040.88,2361.11,1906.33,1.0,0.0,0.807387203476331
2024-05-01,Medicare,Radiology,AZ,4,3,0,3239.12,3541.34,2881.83,0.75,0.0,0.8137682346230523
2024-05-01,Medicare,Radiology,FL,4,2,0,5403.41,2989.71,2484.88,0.5,0.0,0.8311441577945687
2024-05-01,Medicare,Radiology,GA,9,8,0,11191.3,7022.27,5842.28,0.8888888888888888,0.0,0.8319645926459677
2024-05-01,Medicare,Radiology,NC,2,2,0,3774.59,1155.8600000000001,938.49,1.0,0.0,0.8119408924956308
2024-05-01,Medicare,Radiology,TX,15,12,1,17839.34,12756.27,10016.95,0.8,0.06666666666666667,0.7852569755892592
2024-05-01,Medicare Advantage,Cardiology,AZ,1,1,0,753.31,606.01,486.06,1.0,0.0,0.8020659725087045
2024-05-01,Medicare Advantage,Cardiology,FL,6,6,0,8483.02,4276.36,3645.3,1.0,0.0,0.852430571794704
2024-05-01,Medicare Advantage,Cardiology,GA,2,2,0,3142.3599999999997,860.45,727.71,1.0,0.0,0.8457318844790517
2024-05-01,Medicare Advantage,Cardiology,NC,12,8,1,14775.76,7049.259999999999,5412.03,0.6666666666666666,0.08333333333333333,0.767744415725906
2024-05-01,Medicare Advantage,Cardiology,TX,5,5,0,5438.51,2888.84,2537.06,1.0,0.0,0.8782279392420487
2024-05-01,Medicare Advantage,Orthopedics,AZ,2,1,1,1826.18,1569.78,873.15,0.5,0.5,0.5562244390933762
2024-05-01,Medicare Advantage,Orthopedics,FL,1,0,1,1068.53,894.82,0.0,0.0,1.0,0.0
2024-05-01,Medicare Advantage,Orthopedics,GA,4,4,0,4266.89,2944.33,2306.2799999999997,1.0,0.0,0.7832953507249526
2024-05-01,Medicare Advantage,Orthopedics,NC,2,2,0,2993.42,993.49,781.05,1.0,0.0,0.7861679533764808
2024-05-01,Medicare Advantage,Orthopedics,TX,4,2,2,7249.96,2920.82,1108.6100000000001,0.5,0.5,0.3795543717175314
2024-05-01,Medicare Advantage,Primary Care,AZ,4,1,1,8047.36,2671.3500000000004,1884.46,0.25,0.25,0.7054335822711363
2024-05-01,Medicare Advantage,Primary Care,FL,1,0,1,990.18,808.19,0.0,0.0,1.0,0.0
2024-05-01,Medicare Advantage,Primary Care,NC,5,4,0,7810.03,2440.48,1987.29,0.8,0.0,0.8143029240149479
2024-05-01,Medicare Advantage,Primary Care,TX,6,6,0,6056.66,3433.6099999999997,2725.71,1.0,0.0,0.7938321475065603
2024-05-01,Medicare Advantage,Radiology,AZ,4,4,0,4878.24,2453.81,2060.29,1.0,0.0,0.839628985129248
2024-05-01,Medicare Advantage,Radiology,FL,3,2,0,3274.7,2599.65,2221.1,0.6666666666666666,0.0,0.8543842440328505
2024-05-01,Medicare Advantage,Radiology,GA,8,7,1,9546.22,3922.13,2975.33,0.875,0.125,0.7586005563303613
2024-05-01,Medicare Advantage,Radiology,NC,2,1,1,1815.27,1948.6499999999999,1348.8,0.5,0.5,0.692171503348472
2024-05-01,Medicare Advantage,Radiology,TX,5,5,0,4732.24,2367.4,2001.48,1.0,0.0,0.8454338092422066
2024-06-01,Commercial,Cardiology,AZ,1,1,0,2650.05,2223.9,2116.4,1.0,0.0,0.951661495570844
2024-06-01,Commercial,Cardiology,FL,2,2,0,1885.62,837.5,770.87,1.0,0.0,0.9204417910447761
2024-06-01,Commercial,Cardiology,GA,5,2,1,9423.96,2722.64,2019.47,0.4,0.2,0.7417322892486704
2024-06-01,Commercial,Cardiology,NC,10,6,0,13317.15,8482.14,7444.59,0.6,0.0,0.8776782745863663
2024-06-01,Commercial,Cardiology,TX,5,5,0,5958.91,2760.36,2261.67,1.0,0.0,0.8193387818980133
2024-06-01,Commercial,Orthopedics,AZ,3,1,2,2894.9300000000003,1873.5300000000002,544.85,0.3333333333333333,0.6666666666666666,0.2908146653643123
2024-06-01,Commercial,Orthopedics,GA,4,4,0,3573.95,3075.68,2740.6899999999996,1.0,0.0,0.8910842480362066
2024-06-01,Commercial,Orthopedics,NC,4,3,0,4799.08,2185.35,2072.05,0.75,0.0,0.9481547578191137
2024-06-01,Commercial,Orthopedics,TX,3,2,0,5953.91,4165.99,3633.0299999999997,0.6666666666666666,0.0,0.8720688239770138
2024-06-01,Commercial,Primary Care,AZ,9,8,0,8618.41,5695.16,4923.92,0.8888888888888888,0.0,0.8645797484179549
2024-06-01,Commercial,Primary Care,FL,3,3,0,3461.86,1719.2400000000002,1459.1,1.0,0.0,0.8486889555850258
2024-06-01,Commercial,Primary Care,GA,1,1,0,1024.98,829.63,769.63,1.0,0.0,0.9276786037149091
2024-06-01,Commercial,Primary Care,NC,3,3,0,4068.55,1558.6799999999998,1163.15,1.0,0.0,0.7462404085508252
2024-06-01,Commercial,Primary Care,TX,4,4,0,3277.09,2595.13,2341.5699999999997,1.0,0.0,0.9022939120583553
2024-06-01,Commercial,Radiology,AZ,4,4,0,4142.14,2850.79,2604.37,1.0,0.0,0.9135608024442348
2024-06-01,Commercial,Radiology,FL,2,2,0,4734.61,1836.29,1568.9,1.0,0.0,0.8543857451709698
2024-06-01,Commercial,Radiology,GA,8,6,1,8157.64,4941.85,3546.74,0.75,0.125,0.7176947904124973
2024-06-01,Commercial,Radiology,NC,2,2,0,1421.16,1664.97,1487.75,1.0,0.0,0.8935596437173042
2024-06-01,Commercial,Radiology,TX,7,4,0,6260.25,4557.26,3982.82,0.5714285714285714,0.0,0.8739505755651422
2024-06-01,Medicaid,Cardiology,AZ,1,1,0,857.51,1736.04,1342.06,1.0,0.0,0.773058224464874
2024-06-01,Medicaid,Cardiology,FL,6,4,0,7256.16,4108.28,3424.6,0.6666666666666666,0.0,0.8335848578967354
2024-06-01,Medicaid,Cardiology,GA,5,4,0,5790.8099999999995,3754.04,2942.74,0.8,0.0,0.7838861599769847
2024-06-01,Medicaid,Cardiology,NC,10,7,1,13089.48,7018.51,5585.25,0.7,0.1,0.7957885648093399
2024-06-01,Medicaid,Cardiology,TX,1,1,0,1374.03,921.83,892.37,1.0,0.0,0.9680418298384734
2024-06-01,Medicaid,Orthopedics,AZ,2,2,0,2837.75,1571.34,1355.91,1.0,0.0,0.8629004543892475
2024-06-01,Medicaid,Orthopedics,FL,1,1,0,447.11,1264.62,1186.43,1.0,0.0,0.9381711502269457
2024-06-01,Medicaid,Orthopedics,GA,3,3,0,4538.85,2013.26,1779.99,1.0,0.0,0.884133196904523
2024-06-01,Medicaid,Orthopedics,NC,6,6,0,11166.849999999999,3265.9,2822.77,1.0,0.0,0.8643161150065831
2024-06-01,Medicaid,Orthopedics,TX,6,5,0,7573.46,3244.89,2703.88,0.8333333333333334,0.0,0.8332732388463092
2024-06-01,Medicaid,Primary Care,AZ,5,3,0,9774.4,2564.72,2298.31,0.6,0.0,0.8961251130727721
2024-06-01,Medicaid,Primary Care,TX,5,5,0,7019.75,2629.25,2243.02,1.0,0.0,0.8531025957972805
2024-06-01,Medicaid,Radiology,AZ,2,2,0,2008.19,1455.73,1153.1299999999999,1.0,0.0,0.7921317826794803
2024-06-01,Medicaid,Radiology,FL,2,2,0,1076.42,1122.8400000000001,976.6800000000001,1.0,0.0,0.8698300737415838
2024-06-01,Medicaid,Radiology,GA,6,6,0,5111.21,4390.219999999999,3430.78,1.0,0.0,0.7814596990583617
2024-06-01,Medicaid,Radiology,TX,9,6,3,13660.529999999999,6424.68,4124.13,0.6666666666666666,0.3333333333333333,0.6419199088514914
2024-06-01,Medicare,Cardiology,AZ,2,1,0,2715.62,706.63,624.91,0.5,0.0,0.884352489987688
2024-06-01,Medicare,Cardiology,FL,3,2,0,3607.5299999999997,1873.98,1541.5800000000002,0.6666666666666666,0.0,0.8226235071879103
2024-06-01,Medicare,Cardiology,GA,3,3,0,3789.57,1671.1399999999999,1430.55,1.0,0.0,0.856032409014206
2024-06-01,Medicare,Cardiology,NC,6,5,1,7794.79,3128.3900000000003,1916.5900000000001,0.8333333333333334,0.16666666666666666,0.6126442035679694
2024-06-01,Medicare,Cardiology,TX,4,3,0,4181.6900000000005,2518.1800000000003,1984.44,0.75,0.0,0.7880453343287612
2024-06-01,Medicare,Orthopedics,AZ,6,6,0,7230.5,4364.9,3440.67,1.0,0.0,0.788258608444638
2024-06-01,Medicare,Orthopedics,FL,3,0,1,3594.1499999999996,1923.71,869.04,0.0,0.3333333333333333,0.45175208321420585
2024-06-01,Medicare,Orthopedics,GA,5,4,0,7165.71,2868.95,2482.25,0.8,0.0,0.8652120113630423
2024-06-01,Medicare,Orthopedics,NC,6,6,0,7181.96,3578.46,2997.26,1.0,0.0,0.837583765083304
2024-06-01,Medicare,Orthopedics,TX,6,2,3,8118.92,3423.66,1541.58,0.3333333333333333,0.5,0.4502725153782794
2024-06-01,Medicare,Primary Care,AZ,6,5,1,6076.68,3357.03,2625.62,0.8333333333333334,0.16666666666666666,0.782125867210004
2024-06-01,Medicare,Primary Care,FL,1,1,0,860.54,1447.94,1276.15,1.0,0.0,0.8813555810323632
2024-06-01,Medicare,Primary Care,GA,2,2,0,2537.63,1017.4,763.35,1.0,0.0,0.7502948692746216
2024-06-01,Medicare,Primary Care,NC,2,2,0,1624.69,602.01,576.33,1.0,0.0,0.9573429012807098
2024-06-01,Medicare,Radiology,AZ,5,5,0,6658.33,3471.59,3005.62,1.0,0.0,0.8657762005305926
2024-06-01,Medicare,Radiology,FL,4,2,0,4926.91,2219.03,1849.6799999999998,0.5,0.0,0.8335533994583217
2024-06-01,Medicare,Radiology,GA,10,9,1,16503.010000000002,5764.03,4422.99,0.9,0.1,0.7673433344378846
2024-06-01,Medicare,Radiology,NC,4,4,0,4687.76,1807.57,1622.3,1.0,0.0,0.8975032778813545
2024-06-01,Medicare,Radiology,TX,2,2,0,3741.6800000000003,977.2,870.61,1.0,0.0,0.8909230454359394
2024-06-01,Medicare Advantage,Cardiology,AZ,3,2,1,2138.35,2407.48,1531.5,0.6666666666666666,0.3333333333333333,0.6361423563227939
2024-06-01,Medicare Advantage,Cardiology,GA,4,3,0,7727.76,2287.6,1779.6,0.75,0.0,0.7779332051057877
2024-06-01,Medicare Advantage,Cardiology,NC,9,6,1,10506.26,6433.91,4602.32,0.6666666666666666,0.1111111111111111,0.7153224089239669
2024-06-01,Medicare Advantage,Cardiology,TX,3,3,0,2556.46,1623.41,1532.57,1.0,0.0,0.9440437104613129
2024-06-01,Medicare Advantage,Orthopedics,AZ,2,2,0,2886.49,449.56,348.74,1.0,0.0,0.7757362754693479
2024-06-01,Medicare Advantage,Orthopedics,FL,2,2,0,2010.99,1115.58,990.54,1.0,0.0,0.8879148066476631
2024-06-01,Medicare Advantage,Orthopedics,GA,1,1,0,681.01,354.71,308.66,1.0,0.0,0.8701756364353981
2024-06-01,Medicare Advantage,Orthopedics,NC,4,4,0,3968.1800000000003,1773.03,1415.78,1.0,0.0,0.7985087674771436
2024-06-01,Medicare Advantage,Orthopedics,TX,9,6,1,13075.720000000001,7551.75,6239.05,0.6666666666666666,0.1111111111111111,0.8261727414175523
2024-06-01,Medicare Advantage,Primary Care,AZ,4,3,1,6114.52,1623.6299999999999,1009.26,0.75,0.25,0.6216071395576579
2024-06-01,Medicare Advantage,Primary Care,GA,5,4,1,5543.200000000001,3737.17,2912.85,0.8,0.2,0.779426678475959
